ClientID,Category,Sector,Revenue,NumTransactions,AvgTransactionValue,RiskScore,RiskValue_Financial,RiskValue_Operational,RiskValue_Legal,RiskValue_Reputation,RiskValue_Tech,RiskValue_ESG,Probability_Financial,Probability_Operational,Probability_Legal,Probability_Reputation,Probability_Tech,Probability_ESG,TotalRisk,Status,EstimatedProfit
CLI3859,Pequeno Porte,Saúde,3942408.2071106564,111,35517.19105505096,0.29,4.320334023093855,1.3203340230938543,2.3203340230938543,2.3203340230938543,1.3203340230938543,3.3203340230938543,3,1,4,4,4,5,215.26738989369605,Rejeitada - Risco Elevado,2622685.4597671907
CLI5905,Grande Porte,Saúde,20833789.126015775,2806,7424.728840347746,0.37,2.628077264787926,3.628077264787926,2.628077264787926,2.628077264787926,3.628077264787926,2.628077264787926,2,3,4,4,5,1,234.36194938867033,Rejeitada - Risco Elevado,13831888.336732969
CLI1303,Pequeno Porte,Consultoria,3331848.3628090923,105,31731.889169610404,0.37,3.8023377589867913,1.0,1.8023377589867913,1.8023377589867913,1.0,2.8023377589867913,3,3,1,3,1,5,147.51221243136598,Rejeitada - Risco Elevado,2246959.016546402
CLI5249,Pequeno Porte,Serviços Financeiros,4581527.659552147,213,21509.519528413835,0.53,3.686279509368317,1.0,1.6862795093683172,1.6862795093683172,1.0,3.686279509368317,4,3,3,3,3,2,160.3139754684159,Rejeitada - Risco Elevado,3498310.623246961
CLI8790,Pequeno Porte,Consultoria,3294051.0141406767,57,57790.36866913468,0.5,3.955146688512749,1.0,1.955146688512749,1.955146688512749,1.0,2.955146688512749,2,1,2,1,3,2,94.78896058984424,Rejeitada - Risco Elevado,2195165.8835544167
CLI2622,Médio Porte,Varejo,8337096.670433929,965,8639.478414957439,0.31,3.1592877640316015,2.1592877640316015,2.1592877640316015,2.1592877640316015,2.1592877640316015,4.1592877640316015,3,4,4,2,4,2,188.9465823023701,Rejeitada - Risco Elevado,5759206.688329979
CLI2165,Médio Porte,Tecnologia,8815629.324804215,588,14992.566878918733,0.27,2.545659425144941,1.5456594251449411,1.5456594251449411,1.5456594251449411,1.5456594251449411,4.545659425144941,3,5,1,2,1,1,109.01126838297178,Rejeitada - Risco Elevado,5990335.928676107
CLI8278,Pequeno Porte,Serviços Financeiros,2609393.256106736,397,6572.778982636615,0.78,3.641137061054371,1.0,1.6411370610543707,1.6411370610543707,1.0,3.641137061054371,3,2,3,5,1,2,144.2625383579904,Rejeitada - Risco Elevado,2018289.9606610956
CLI6153,Pequeno Porte,Varejo,4447137.696810077,169,26314.424241479745,0.27,4.706395048863136,1.7063950488631359,2.706395048863136,2.706395048863136,1.7063950488631359,4.706395048863136,3,1,2,5,1,4,224.62207322496698,Rejeitada - Risco Elevado,3293915.0615636907
CLI5042,Médio Porte,Tecnologia,23617466.34909768,435,54293.02608987973,0.13,3.1711265402330535,2.1711265402330535,2.1711265402330535,2.1711265402330535,2.1711265402330535,1.1711265402330535,5,4,2,1,1,5,164.14998435654684,Rejeitada - Risco Elevado,16634343.08975001
CLI7880,Grande Porte,Tecnologia,33600044.859010115,2899,11590.218992414666,0.03,1.8591653810202085,2.8591653810202087,1.8591653810202085,1.8591653810202085,2.8591653810202087,2.8591653810202087,1,4,1,1,1,3,107.08494600284877,Rejeitada - Risco Elevado,22688017.265014205
CLI4236,Médio Porte,Transporte,11116556.597477032,737,15083.523198747669,0.85,2.6701003492055335,1.6701003492055335,1.6701003492055335,1.6701003492055335,1.6701003492055335,3.6701003492055335,4,4,4,2,4,1,154.5977268888261,Rejeitada - Risco Elevado,8082628.806980799
CLI8463,Médio Porte,Saúde,15431432.14797707,1983,7781.861900139723,0.45,3.1932299012486562,2.1932299012486562,2.1932299012486562,2.1932299012486562,2.1932299012486562,3.1932299012486562,2,3,4,1,3,2,141.0141043711734,Rejeitada - Risco Elevado,10518066.93282301
CLI5195,Pequeno Porte,Saúde,4278658.992555771,323,13246.622267974522,0.17,4.177251643804425,1.1772516438044247,2.177251643804425,2.177251643804425,1.1772516438044247,2.177251643804425,5,3,1,3,1,5,195.11662164152744,Rejeitada - Risco Elevado,3148236.8385932515
CLI7419,Médio Porte,Transporte,4898447.805390194,667,7343.999708231176,0.23,4.049552008101259,3.0495520081012586,3.0495520081012586,3.0495520081012586,3.0495520081012586,2.0495520081012586,1,1,4,3,4,5,194.3199845427843,Rejeitada - Risco Elevado,3462168.3760075914
CLI2137,Médio Porte,Varejo,12485208.460802224,1978,6312.036633368161,0.99,3.5652279354739274,2.5652279354739274,2.5652279354739274,2.5652279354739274,2.5652279354739274,1.5652279354739274,3,5,3,4,4,4,239.00097006360133,Rejeitada - Risco Elevado,8980100.852847042
CLI8218,Médio Porte,Varejo,8931835.132253708,2460,3630.827289534028,0.62,3.2389436349421796,2.2389436349421796,2.2389436349421796,2.2389436349421796,2.2389436349421796,2.2389436349421796,4,5,2,5,4,2,228.2217580496227,Rejeitada - Risco Elevado,6604502.524690636
CLI9805,Grande Porte,Saúde,43366064.45126812,5733,7564.288235002289,0.68,1.1815158546910047,3.1815158546910047,2.1815158546910047,1.1815158546910047,2.1815158546910047,1.1815158546910047,1,4,4,1,2,4,120.52791957207828,Rejeitada - Risco Elevado,28641119.87495808
CLI6328,Médio Porte,Saúde,10020542.226754313,674,14867.273333463372,0.74,2.795851803969845,1.7958518039698448,1.7958518039698448,1.7958518039698448,1.7958518039698448,3.795851803969845,4,1,5,2,5,2,166.68888529773835,Rejeitada - Risco Elevado,6649307.326264441
CLI6626,Pequeno Porte,Tecnologia,1001106.8305604755,208,4813.013608463824,0.22,4.092145479635193,1.0921454796351933,2.0921454796351933,2.0921454796351933,1.0921454796351933,4.092145479635193,1,4,2,4,3,4,154.54232905409873,Rejeitada - Risco Elevado,737044.7526245434
CLI6631,Pequeno Porte,Manufatura,625241.4140546931,210,2977.34006692711,0.07,4.016590993395301,1.0165909933953012,2.0165909933953015,2.0165909933953015,1.0165909933953012,5.0,2,3,1,3,1,2,122.73000370939327,Rejeitada - Risco Elevado,442071.63238114025
CLI1027,Médio Porte,Tecnologia,7417289.09943592,362,20489.74889346939,0.41,2.6111428980551374,1.6111428980551374,1.6111428980551374,1.6111428980551374,1.6111428980551374,1.6111428980551374,2,4,1,5,2,1,114.72428837358393,Rejeitada - Risco Elevado,4952519.261893912
CLI6402,Médio Porte,Varejo,6775094.501130314,1417,4781.294637353785,0.88,3.2573795954605362,2.2573795954605362,2.2573795954605362,2.2573795954605362,2.2573795954605362,3.2573795954605362,3,4,2,5,5,5,248.965820759672,Rejeitada - Risco Elevado,5203027.066453495
CLI9931,Pequeno Porte,Consultoria,1465506.4805978204,312,4697.136155762245,0.53,3.5889961989631645,1.0,1.5889961989631645,1.5889961989631645,1.0,3.5889961989631645,3,1,3,2,3,4,143.09382515230556,Rejeitada - Risco Elevado,968797.4278792681
CLI8115,Pequeno Porte,Manufatura,621963.0826098516,97,6411.990542369605,0.49,3.631807320908334,1.0,1.631807320908334,1.631807320908334,1.0,1.631807320908334,3,2,2,2,1,2,102.37687087360835,Rejeitada - Risco Elevado,439191.6156305399
CLI9925,Grande Porte,Tecnologia,38456822.234067,3018,12742.485829710735,0.68,1.923252773136565,2.9232527731365647,1.923252773136565,1.923252773136565,2.9232527731365647,1.923252773136565,1,4,3,3,4,5,178.16721075837893,Rejeitada - Risco Elevado,28301048.461276654
CLI3973,Grande Porte,Serviços Financeiros,65967780.05108456,5063,13029.385749769814,0.32,1.0,3.8797540818741263,2.8797540818741263,2.8797540818741263,2.8797540818741263,2.8797540818741263,2,5,3,4,4,1,225.82327756744058,Rejeitada - Risco Elevado,48854286.58599399
CLI8826,Grande Porte,Consultoria,22124045.011223543,2884,7671.305482393739,0.55,2.655342306482825,3.655342306482825,2.655342306482825,2.655342306482825,3.655342306482825,4.655342306482825,2,5,5,4,2,4,277.70409605104015,Rejeitada - Risco Elevado,14472530.387789713
CLI9380,Grande Porte,Serviços Financeiros,55106228.472922325,4819,11435.19993212748,0.33,1.765908944155746,3.765908944155746,2.765908944155746,3.765908944155746,3.765908944155746,1.765908944155746,1,3,2,1,2,3,135.46590248700858,Rejeitada - Risco Elevado,42208705.281666785
CLI5736,Grande Porte,Transporte,17302443.383625492,2729,6340.213771940452,0.19,2.453381382507294,3.453381382507294,2.453381382507294,2.453381382507294,3.453381382507294,4.453381382507294,3,4,5,2,2,3,221.09684092303246,Rejeitada - Risco Elevado,11876116.950988637
CLI9115,Pequeno Porte,Serviços Financeiros,3578564.779551498,377,9492.214269367369,0.33,4.433214886260613,1.4332148862606127,2.433214886260613,2.433214886260613,1.4332148862606127,5.0,2,4,2,1,2,3,150.4946698817276,Rejeitada - Risco Elevado,2625380.230906933
CLI4258,Pequeno Porte,Saúde,2204850.515589967,215,10255.118677162636,0.2,3.9555732961063383,1.0,1.9555732961063383,1.9555732961063383,1.0,3.9555732961063383,4,2,5,2,4,5,211.33439776638033,Rejeitada - Risco Elevado,1499776.6386514457
CLI9353,Pequeno Porte,Serviços Financeiros,2742607.5323194996,436,6290.384248439219,0.57,3.2961201554758905,1.0,1.2961201554758905,1.2961201554758905,1.0,1.0,2,2,2,4,4,4,102.66032559713206,Rejeitada - Risco Elevado,2104670.7182463584
CLI6828,Pequeno Porte,Tecnologia,3771802.2505639726,178,21189.900284067262,0.81,3.2527007126567753,1.0,1.2527007126567753,1.2527007126567753,1.0,3.2527007126567753,3,3,2,3,4,5,151.88773634549554,Rejeitada - Risco Elevado,2623119.614794205
CLI4792,Pequeno Porte,Consultoria,3536815.0235439353,88,40191.07981299926,0.5,4.1982742441826595,1.19827424418266,2.19827424418266,2.19827424418266,1.19827424418266,2.19827424418266,1,2,5,4,5,4,157.8619395346128,Rejeitada - Risco Elevado,2299583.347922514
CLI5694,Pequeno Porte,Serviços Financeiros,1733727.8889897724,189,9173.16343380832,0.07,4.415143141492292,1.4151431414922926,2.4151431414922926,2.4151431414922926,1.4151431414922926,1.4151431414922926,3,3,3,1,5,1,149.5691610555067,Rejeitada - Risco Elevado,1203828.7664142791
CLI3104,Médio Porte,Varejo,14148588.405827848,1186,11929.669819416398,0.11,3.360041552795625,2.360041552795625,2.360041552795625,2.360041552795625,2.360041552795625,2.360041552795625,3,1,1,5,4,3,184.922991801285,Rejeitada - Risco Elevado,10912623.092218822
CLI5273,Médio Porte,Varejo,16438459.310415208,2208,7444.954397832975,0.1,3.7682343922675527,2.7682343922675527,2.7682343922675527,2.7682343922675527,2.7682343922675527,5.0,4,5,4,5,2,2,285.299923342742,Rejeitada - Risco Elevado,12209737.722370097
CLI7696,Grande Porte,Saúde,48333259.25388892,1930,25043.139509787004,0.38,1.8543619316035516,2.8543619316035516,1.8543619316035516,1.8543619316035516,2.8543619316035516,3.8543619316035516,4,4,2,5,5,5,255.14491702356227,Rejeitada - Risco Elevado,37018532.890425116
CLI3909,Grande Porte,Varejo,29031580.402844526,5752,5047.214951815808,0.71,3.0731313116876535,5.0,4.0731313116876535,3.0731313116876535,4.0731313116876535,5.0,1,3,1,2,1,5,209.60888885712836,Rejeitada - Risco Elevado,21420144.128987737
CLI2528,Médio Porte,Consultoria,13702247.708635502,1159,11822.474295630285,0.2,2.224355522821282,1.224355522821282,1.224355522821282,1.224355522821282,1.224355522821282,3.224355522821282,4,3,2,2,1,2,103.01262032363434,Rejeitada - Risco Elevado,9223826.64041503
CLI8820,Médio Porte,Manufatura,19647572.679798394,797,24651.910514176154,0.71,3.149090179527224,2.149090179527224,2.149090179527224,2.149090179527224,2.149090179527224,2.149090179527224,5,1,1,1,1,2,126.00723843777953,Rejeitada - Risco Elevado,13818571.317610651
CLI6336,Médio Porte,Saúde,8198133.488911809,771,10633.11736564437,0.72,2.8668118881142353,1.8668118881142355,1.8668118881142355,1.8668118881142355,1.8668118881142355,1.0,1,5,4,2,1,2,106.20740629382601,Rejeitada - Risco Elevado,5991925.762181617
CLI3797,Grande Porte,Saúde,24828329.66649766,5718,4342.135303689692,0.0,1.9658218513297712,3.965821851329771,2.965821851329771,1.9658218513297712,2.965821851329771,4.965821851329771,4,1,5,4,2,3,207.4024607010626,Rejeitada - Risco Elevado,18518604.06036772
CLI6807,Médio Porte,Consultoria,18905921.404564563,917,20617.14438883813,0.08,2.6345099738215563,1.6345099738215563,1.6345099738215563,1.6345099738215563,1.6345099738215563,2.6345099738215563,4,3,4,3,2,3,153.22275801043827,Rejeitada - Risco Elevado,13086233.241539452
CLI8885,Grande Porte,Transporte,20320303.014985453,3649,5568.731985471486,0.49,1.9304594379437705,2.9304594379437705,1.9304594379437705,1.9304594379437705,2.9304594379437705,2.9304594379437705,4,2,2,4,4,2,176.71491728372658,Rejeitada - Risco Elevado,15514936.149652505
CLI6046,Pequeno Porte,Serviços Financeiros,1332226.7854851151,484,2752.53468075437,0.59,3.1263878860719028,1.0,1.1263878860719028,1.1263878860719028,1.0,1.0,2,4,2,4,5,2,102.54996389858852,Rejeitada - Risco Elevado,994621.288387905
CLI4115,Pequeno Porte,Saúde,1137554.2765702873,426,2670.3152032166367,0.15,4.16804818044848,1.1680481804484801,2.1680481804484804,2.1680481804484804,1.1680481804484801,1.1680481804484801,1,5,3,3,3,3,120.76337263139361,Rejeitada - Risco Elevado,751865.6226590754
CLI6279,Grande Porte,Tecnologia,38890832.32219242,2429,16011.0466538462,0.44,2.4212543504827684,3.4212543504827684,2.4212543504827684,2.4212543504827684,3.4212543504827684,1.4212543504827682,3,1,5,4,4,5,210.8066197910353,Rejeitada - Risco Elevado,25796291.65678057
CLI9104,Médio Porte,Tecnologia,22140896.373146284,513,43159.64205291674,0.85,3.327757733770659,2.327757733770659,2.327757733770659,2.327757733770659,2.327757733770659,5.0,3,4,1,3,1,3,183.3711598898449,Rejeitada - Risco Elevado,16578380.135832062
CLI1662,Grande Porte,Manufatura,30407041.44861465,3351,9074.020127906491,0.37,2.090501743164168,3.090501743164168,2.090501743164168,2.090501743164168,3.090501743164168,2.090501743164168,3,5,1,4,5,4,228.14515688477513,Rejeitada - Risco Elevado,21195603.3464697
CLI1213,Pequeno Porte,Varejo,2730176.070321598,288,9479.778021949993,0.96,3.210799733060118,1.0,1.2107997330601181,1.2107997330601181,1.0,1.0,4,5,4,3,1,1,123.90758745382556,Rejeitada - Risco Elevado,1879251.291893329
CLI6628,Grande Porte,Serviços Financeiros,32449793.005807582,2507,12943.674912567843,0.52,1.849221322121303,2.849221322121303,1.849221322121303,1.849221322121303,2.849221322121303,1.849221322121303,5,2,5,1,2,1,134.3501646157634,Rejeitada - Risco Elevado,21127589.901463024
CLI6969,Pequeno Porte,Manufatura,3136347.3030612855,74,42383.07166299035,0.97,3.7065508259103734,1.0,1.7065508259103737,1.7065508259103737,1.0,1.0,3,4,4,1,3,1,115.60962642913196,Rejeitada - Risco Elevado,2232287.5811428344
CLI7826,Pequeno Porte,Tecnologia,2063260.9181203835,184,11213.374555002085,0.41,3.8387337712674663,1.0,1.8387337712674663,1.8387337712674663,1.0,1.0,2,2,3,2,3,5,108.32327936675652,Rejeitada - Risco Elevado,1345129.8460447146
CLI9774,Pequeno Porte,Consultoria,3626560.6492663114,256,14166.252536196529,0.21,4.56891829107872,1.5689182910787207,2.5689182910787207,2.5689182910787207,1.5689182910787207,4.56891829107872,1,4,3,3,3,3,169.54860721119556,Rejeitada - Risco Elevado,2698450.918483962
CLI5403,Médio Porte,Serviços Financeiros,19205074.675042525,2060,9322.851784001226,0.69,2.5435751040576973,1.5435751040576975,1.5435751040576975,1.5435751040576975,1.5435751040576975,3.5435751040576973,4,4,3,1,3,1,126.33238176375033,Rejeitada - Risco Elevado,12409610.80808638
CLI3556,Grande Porte,Serviços Financeiros,44311433.252496615,3577,12387.87622378994,0.95,2.0236617786927265,3.0236617786927265,2.0236617786927265,2.0236617786927265,3.0236617786927265,4.023661778692727,5,2,2,2,5,2,191.7746334019545,Rejeitada - Risco Elevado,30126593.46815223
CLI5999,Pequeno Porte,Serviços Financeiros,753860.1490561332,131,5754.657626382696,0.86,3.699860910356635,1.0,1.6998609103566351,1.6998609103566351,1.0,2.699860910356635,1,1,4,1,5,4,103.79527095212559,Rejeitada - Risco Elevado,526590.4116242952
CLI6916,Médio Porte,Transporte,12724041.036754817,1212,10498.383693692092,0.41,2.5850415666848043,1.5850415666848041,1.5850415666848041,1.5850415666848041,1.5850415666848041,3.5850415666848043,1,3,1,4,3,4,130.44266026782748,Rejeitada - Risco Elevado,9482785.815380862
CLI5441,Grande Porte,Saúde,23422235.671339314,5631,4159.5161909677345,0.95,2.818976477994811,4.818976477994811,3.818976477994811,2.818976477994811,3.818976477994811,1.8189764779948108,4,5,1,1,5,2,265.604259371616,Rejeitada - Risco Elevado,16621740.629245812
CLI3285,Grande Porte,Varejo,20552823.85523436,4185,4911.069021561376,0.26,1.282729062457352,2.282729062457352,1.282729062457352,1.282729062457352,2.282729062457352,2.282729062457352,2,5,1,3,4,4,145.48740874675875,Rejeitada - Risco Elevado,15912225.763420558
CLI3397,Pequeno Porte,Serviços Financeiros,2103503.8111085524,472,4456.575870992696,0.84,3.9947047769622435,1.0,1.9947047769622435,1.9947047769622435,1.0,2.9947047769622435,1,3,3,1,4,5,120.81996241671628,Rejeitada - Risco Elevado,1371343.7176585908
CLI1543,Grande Porte,Tecnologia,34375164.65624275,1955,17583.20442774565,0.52,2.247842339263702,3.247842339263702,2.247842339263702,2.247842339263702,3.247842339263702,1.247842339263702,5,5,4,4,2,5,237.78423392637018,Rejeitada - Risco Elevado,24492516.673579194
CLI1862,Médio Porte,Consultoria,12151637.343210313,559,21738.170560304676,0.98,2.9521210531505173,1.9521210531505173,1.9521210531505173,1.9521210531505173,1.9521210531505173,1.0,2,1,1,4,1,2,96.03696317917121,Rejeitada - Risco Elevado,8176732.536235406
CLI2727,Médio Porte,Serviços Financeiros,12292342.028479306,2007,6124.73444368675,0.92,2.403262668673328,1.403262668673328,1.403262668673328,1.403262668673328,1.403262668673328,1.0,1,4,2,2,1,4,74.53376941560646,Aprovada,9087362.262263631
CLI3332,Grande Porte,Manufatura,24380743.341057435,5282,4615.816611332343,0.92,2.135011042643624,4.135011042643624,3.135011042643624,2.135011042643624,3.135011042643624,4.135011042643624,1,4,5,1,2,5,221.64070672919198,Rejeitada - Risco Elevado,16456233.593573608
CLI1308,Grande Porte,Serviços Financeiros,31153206.571729865,3215,9689.95538778534,0.9,1.8859174212773686,2.8859174212773686,1.8859174212773686,1.8859174212773686,2.8859174212773686,4.885917421277369,5,5,2,5,4,2,238.81990728518215,Rejeitada - Risco Elevado,21553645.280426174
CLI9745,Pequeno Porte,Tecnologia,2706676.9162344113,340,7960.814459512974,0.09,3.022537531421219,1.0,1.0225375314212188,1.0225375314212188,1.0,2.022537531421219,2,4,2,3,4,1,89.76627606832143,Rejeitada - Risco Elevado,1957600.4521761911
CLI9187,Médio Porte,Saúde,10928229.793068308,1633,6692.118673036319,0.03,3.2793681159317565,2.2793681159317565,2.2793681159317565,2.2793681159317565,2.2793681159317565,3.2793681159317565,3,4,4,3,3,4,213.90818550640398,Rejeitada - Risco Elevado,7910048.664503308
CLI1496,Médio Porte,Tecnologia,13457577.338532055,1225,10985.77741920984,0.82,2.7206292530034397,1.7206292530034395,1.7206292530034395,1.7206292530034395,1.7206292530034395,1.7206292530034395,4,3,2,1,2,2,118.07586742119607,Rejeitada - Risco Elevado,10357978.655387502
CLI2138,Grande Porte,Tecnologia,38011561.75937991,2387,15924.40794276494,0.67,2.649190576341605,3.649190576341605,2.649190576341605,2.649190576341605,3.649190576341605,2.649190576341605,5,2,3,5,1,1,208.04010264927877,Rejeitada - Risco Elevado,29515663.891559538
CLI4510,Pequeno Porte,Tecnologia,3114746.166602203,352,8848.71070057444,0.82,3.0003642957326857,1.0,1.0003642957326857,1.0003642957326857,1.0,4.000364295732686,2,2,5,5,4,5,154.0236792226246,Rejeitada - Risco Elevado,2152875.2893627603
CLI5193,Pequeno Porte,Consultoria,4605508.444989742,90,51172.31605544157,0.81,3.3493508502853695,1.0,1.3493508502853695,1.3493508502853695,1.0,1.3493508502853695,5,5,4,5,4,5,189.90001547197346,Rejeitada - Risco Elevado,3219838.6655457173
CLI8287,Pequeno Porte,Consultoria,4728864.81882532,113,41848.36122854266,0.29,3.6088882346019706,1.0,1.6088882346019704,1.6088882346019704,1.0,4.60888823460197,1,3,5,4,3,4,153.66218819930248,Rejeitada - Risco Elevado,3098859.9640948996
CLI9808,Pequeno Porte,Consultoria,4791934.168818215,143,33510.02915257493,0.48,3.48128792759251,1.0,1.48128792759251,1.48128792759251,1.0,1.48128792759251,4,3,5,2,5,5,160.8772756555506,Rejeitada - Risco Elevado,3540029.389324632
CLI6419,Médio Porte,Tecnologia,18780942.45248187,683,27497.719549753834,0.77,3.2507324363365475,2.2507324363365475,2.2507324363365475,2.2507324363365475,2.2507324363365475,5.0,5,4,4,4,3,3,261.31225708860654,Rejeitada - Risco Elevado,12433856.933584554
CLI2323,Pequeno Porte,Transporte,898222.3088968248,174,5162.1971775679585,0.46,4.0669019061426335,1.0669019061426337,2.066901906142634,2.066901906142634,1.0669019061426337,5.0,3,4,3,5,1,5,227.61623152384172,Rejeitada - Risco Elevado,664400.1443011202
CLI2714,Grande Porte,Transporte,21208874.689138036,4070,5211.025722146937,0.53,2.297770115994875,3.297770115994875,2.297770115994875,2.297770115994875,3.297770115994875,2.297770115994875,2,1,1,5,1,4,141.27066672770277,Rejeitada - Risco Elevado,15728416.222521214
CLI8409,Pequeno Porte,Manufatura,1252424.1990566752,72,17394.780542453824,0.92,3.634209944573455,1.0,1.634209944573455,1.634209944573455,1.0,3.634209944573455,4,2,3,3,4,3,168.61312706239312,Rejeitada - Risco Elevado,948024.7390094136
CLI9154,Pequeno Porte,Varejo,3968800.3085101726,644,6162.7333983077215,0.37,4.011018113587328,1.0110181135873277,2.0110181135873275,2.0110181135873275,1.0110181135873277,5.0,1,4,2,4,4,4,164.69414115600165,Rejeitada - Risco Elevado,2586054.660575111
CLI2315,Grande Porte,Manufatura,35720977.8941182,3678,9712.065767840728,0.13,2.6307263106315535,3.6307263106315535,2.6307263106315535,2.6307263106315535,3.6307263106315535,1.6307263106315535,3,1,4,5,4,1,214.3044732973665,Rejeitada - Risco Elevado,26537420.075084094
CLI9201,Grande Porte,Manufatura,40793481.00871613,4155,9817.925633866698,0.95,2.1806914852867982,3.1806914852867982,2.1806914852867982,2.1806914852867982,3.1806914852867982,5.0,4,4,3,5,3,5,281.8167017935175,Rejeitada - Risco Elevado,26689478.16669557
CLI3923,Médio Porte,Consultoria,17887521.155399326,649,27561.665878889562,0.37,3.0478915652256227,2.0478915652256227,2.0478915652256227,2.0478915652256227,2.0478915652256227,5.0,3,1,2,5,1,5,200.58614452218364,Rejeitada - Risco Elevado,11667677.264019849
CLI1739,Pequeno Porte,Varejo,1925337.0775630793,570,3377.7843466018935,0.45,4.488653375775658,1.4886533757756577,2.4886533757756575,2.4886533757756575,1.4886533757756577,2.4886533757756575,4,1,4,3,3,3,203.18304305584735,Rejeitada - Risco Elevado,1314260.4944312798
CLI2995,Médio Porte,Transporte,17134992.774457958,844,20302.12414035303,0.99,2.815300909144106,1.815300909144106,1.815300909144106,1.815300909144106,1.815300909144106,3.815300909144106,3,3,5,2,2,3,158.2557627309433,Rejeitada - Risco Elevado,11614616.470939236
CLI6618,Grande Porte,Serviços Financeiros,35621186.12129422,3492,10200.797858331678,0.87,2.2171606359067195,3.2171606359067195,2.2171606359067195,2.2171606359067195,3.2171606359067195,2.2171606359067195,3,5,1,4,1,1,168.1154413339368,Rejeitada - Risco Elevado,24069895.439977005
CLI9682,Médio Porte,Consultoria,17611651.094285462,537,32796.37075285934,0.7,2.3375707452151535,1.3375707452151535,1.3375707452151535,1.3375707452151535,1.3375707452151535,2.3375707452151535,5,4,5,2,3,3,150.36865483371838,Rejeitada - Risco Elevado,13463719.334765038
CLI4062,Grande Porte,Consultoria,43672858.70048077,1243,35135.04320231759,0.09,2.8782062498855074,3.8782062498855074,2.8782062498855074,2.8782062498855074,3.8782062498855074,1.8782062498855074,1,2,1,2,2,2,125.1282499954203,Rejeitada - Risco Elevado,29768405.9879682
CLI1578,Grande Porte,Tecnologia,47252469.45230528,2503,18878.33378038565,0.24,1.289229649680053,2.289229649680053,1.289229649680053,1.289229649680053,2.289229649680053,3.289229649680053,5,3,2,3,4,3,153.0060609234444,Rejeitada - Risco Elevado,34253518.56388995
CLI7541,Pequeno Porte,Consultoria,2064484.387576964,222,9299.479223319657,0.33,4.055132786258871,1.0551327862588704,2.0551327862588704,2.0551327862588704,1.0551327862588704,1.0551327862588704,2,3,4,5,1,5,149.3003573281919,Rejeitada - Risco Elevado,1554497.7892798663
CLI4070,Pequeno Porte,Varejo,879012.263580688,197,4461.991185688772,0.94,4.056304665884918,1.0563046658849178,2.056304665884918,2.056304665884918,1.0563046658849178,5.0,2,4,2,2,2,3,143.8152332942459,Rejeitada - Risco Elevado,658030.3717490141
CLI1372,Pequeno Porte,Varejo,608186.4442767344,435,1398.1297569580101,0.26,4.130406690594912,1.1304066905949115,2.1304066905949113,2.1304066905949113,1.1304066905949115,1.1304066905949115,2,3,2,1,4,5,113.34602819807434,Rejeitada - Risco Elevado,441613.58672959625
CLI6978,Médio Porte,Consultoria,17700056.839339275,320,55312.67762293523,0.79,3.1540826248442535,2.1540826248442535,2.1540826248442535,2.1540826248442535,2.1540826248442535,2.1540826248442535,3,5,4,5,1,3,198.09702311176156,Rejeitada - Risco Elevado,13604944.552331446
CLI2722,Grande Porte,Manufatura,33842098.818720765,2645,12794.744354903882,0.34,2.337863644757767,3.337863644757767,2.337863644757767,2.337863644757767,3.337863644757767,3.337863644757767,1,4,3,3,2,2,167.93395504070824,Rejeitada - Risco Elevado,26358906.22056394
CLI2158,Médio Porte,Manufatura,7143148.836163203,1676,4262.021978617663,0.85,3.434071423146211,2.434071423146211,2.434071423146211,2.434071423146211,2.434071423146211,5.0,3,1,2,3,4,4,211.3079996961878,Rejeitada - Risco Elevado,4748095.468134555
CLI5215,Médio Porte,Consultoria,18556237.591282375,1093,16977.344548291287,0.92,2.8797544319746717,1.8797544319746715,1.8797544319746715,1.8797544319746715,1.8797544319746715,3.8797544319746717,4,2,2,5,2,2,169.22207353415104,Rejeitada - Risco Elevado,12504179.683628894
CLI4005,Pequeno Porte,Transporte,4022091.685458507,592,6794.073793004235,0.41,4.618029936617666,1.6180299366176665,2.6180299366176665,2.6180299366176665,1.6180299366176665,3.6180299366176665,4,1,3,3,1,5,222.40800575338363,Rejeitada - Risco Elevado,3094843.8261366272
CLI6193,Médio Porte,Tecnologia,21846373.495889295,1122,19470.921119330924,0.32,3.0810348791533504,2.0810348791533504,2.0810348791533504,2.0810348791533504,2.0810348791533504,1.0810348791533504,2,3,5,3,1,3,136.26726714496778,Rejeitada - Risco Elevado,14728905.091419963
CLI5824,Médio Porte,Tecnologia,15918961.382003633,1695,9391.717629500668,0.2,2.296595933352479,1.2965959333524788,1.2965959333524788,1.2965959333524788,1.2965959333524788,1.2965959333524788,4,5,1,1,3,4,113.35490720137847,Rejeitada - Risco Elevado,12477401.363867741
CLI4869,Pequeno Porte,Serviços Financeiros,2934018.947185869,236,12432.283674516393,0.41,4.04078543753388,1.04078543753388,2.0407854375338803,2.0407854375338803,1.04078543753388,5.0,5,5,5,2,1,1,192.01812237750713,Rejeitada - Risco Elevado,2193407.9281795416
CLI6299,Pequeno Porte,Transporte,1109119.7380053704,124,8944.514016172341,0.72,3.4149717012904652,1.0,1.414971701290465,1.414971701290465,1.0,4.414971701290465,5,5,1,2,4,4,192.74858506452324,Rejeitada - Risco Elevado,856818.211808538
